Album,Song,Year,Total_Streams,Daily,BestEmotion,joy,sadness,love,anger,surprise,fear
Reputation,CallItWhatYouWant,2017.0,268193674,281408,sadness,0.11399748176336288,0.6638897657394409,0.026135046035051346,0.12452132254838943,0.024840928614139557,0.04661550372838974
Folklore,cardigan,2020.0,716111142,1630815,sadness,0.15580563247203827,0.7820116281509399,0.014582761563360691,0.024052312597632408,0.010219961404800415,0.013327772729098797
Evermore,champagneproblems,2020.0,391042252,546040,joy,0.7421165704727173,0.02063939906656742,0.17591892182826996,0.01570011116564274,0.03043847158551216,0.015186512842774391
Fearless,Change,2008.0,24292564,9764,sadness,0.013935930095613003,0.4839054346084595,0.012600801885128021,0.3132217526435852,0.026879046112298965,0.14945703744888306
1989,Clean,2014.0,144362800,188813,joy,0.9352997541427612,0.029977230355143547,0.021886026486754417,0.004049359355121851,0.005546807311475277,0.00324078812263906
Evermore,closure,2020.0,83943105,73968,sadness,0.03718951717019081,0.9232472777366638,0.005909455008804798,0.020491350442171097,0.005521753337234259,0.0076406351290643215
TaylorSwift,ColdasYou,2006.0,28751181,40213,sadness,0.01789473369717598,0.8388233184814453,0.007337252609431744,0.10275125503540039,0.009397219866514206,0.023796193301677704
Red,ComeBackBeHere,2012.0,39557167,10773,sadness,0.04019688069820404,0.8703932166099548,0.009973992593586445,0.05038314312696457,0.010402509942650795,0.018650183454155922
Evermore,coneyisland,2020.0,123721042,119154,sadness,0.015528077259659767,0.8617332577705383,0.007050810381770134,0.08153396099805832,0.009497175924479961,0.02465665712952614
Lover,CorneliaStreet,2019.0,203763706,412542,fear,0.022539332509040833,0.05778603255748749,0.03827983886003494,0.15564602613449097,0.10197319835424423,0.6237755417823792
Evermore,cowboylikeme,2020.0,119229240,129932,anger,0.01667950116097927,0.1510736346244812,0.020252596586942673,0.4905107021331787,0.048352815210819244,0.2731306850910187
Lover,CruelSummer,2019.0,599197028,2214267,sadness,0.03007170930504799,0.9173687696456909,0.006232038605958223,0.029725199565291405,0.006441442761570215,0.010160841047763824
Reputation,DancingWithOurHandsTied,2017.0,164653189,191491,sadness,0.01689201220870018,0.9301605224609375,0.00531406095251441,0.031032519415020943,0.005923247430473566,0.010677562095224857
Lover,Daylight,2019.0,168416443,625777,sadness,0.014075513929128647,0.8427523970603943,0.006841685157269239,0.09440354257822037,0.010096538811922073,0.031830355525016785
SpeakNow,DearJohn,2010.0,118024714,205950,sadness,0.011112961918115616,0.8248951435089111,0.006661764346063137,0.11614382266998291,0.010517928749322891,0.03066832944750786
Lover,DeathbyaThousandCuts,2019.0,187629347,283428,sadness,0.017560239881277084,0.5662021040916443,0.012889738194644451,0.277986615896225,0.024167511612176895,0.10119373351335526
Reputation,Delicate,2017.0,696988204,559856,joy,0.5488771200180054,0.02256298065185547,0.3074970543384552,0.02599322237074375,0.0591370165348053,0.035932522267103195
Reputation,DontBlameMe,2017.0,605616062,1241703,sadness,0.011975610628724098,0.8860203623771667,0.005611298140138388,0.07059367001056671,0.0077203381806612015,0.018078813329339027
Evermore,dorothea,2020.0,113781122,124294,sadness,0.32101142406463623,0.6120047569274902,0.019815389066934586,0.023629924282431602,0.011795355938374996,0.011743107810616493
Reputation,Dress,2017.0,181407724,289011,sadness,0.11358028650283813,0.748278021812439,0.020328110083937645,0.07387487590312958,0.017078444361686707,0.026860225945711136
SpeakNow,Enchanted,2010.0,536112414,1528131,sadness,0.1297655999660492,0.7268320918083191,0.022116467356681824,0.0535723976790905,0.023189598694443703,0.04452383518218994
Reputation,EndGame,2017.0,365609447,254372,sadness,0.016673628240823746,0.79859858751297,0.008704028092324734,0.12972523272037506,0.012452264316380024,0.0338461734354496
Folklore,epiphany,2020.0,130537483,108424,sadness,0.015529068186879158,0.6128779649734497,0.010885798372328281,0.2590441405773163,0.0195885319262743,0.08207447081804276
Evermore,evermore,2020.0,140815341,127298,sadness,0.031540773808956146,0.6898717880249023,0.01948941871523857,0.10895644128322601,0.03269176185131073,0.11744974553585052
Red,EverythingHasChanged,2012.0,248075320,87137,joy,0.6984237432479858,0.25380218029022217,0.021444885060191154,0.010686997324228287,0.008976733312010765,0.0066654859110713005
Folklore,exile,2020.0,539307630,402285,sadness,0.03717787191271782,0.7495400309562683,0.013788786716759205,0.1361594945192337,0.018228396773338318,0.04510529711842537
Red,EyesOpen,2012.0,13820630,112330,anger,0.017196429893374443,0.23726597428321838,0.01882772706449032,0.5419394969940186,0.038151197135448456,0.14661920070648193
Lover,FalseGod,2019.0,142935833,264990,sadness,0.012007824145257473,0.8905651569366455,0.0055792625062167645,0.060740284621715546,0.008146528154611588,0.022960957139730453
Fearless,Fearless,2008.0,101494148,317670,joy,0.9450961351394653,0.01905791275203228,0.02312386780977249,0.0038152046035975218,0.005594430025666952,0.0033123986795544624
Fearless,Fifteen,2008.0,101109211,50524,joy,0.8556693196296692,0.08904296904802322,0.027274267747998238,0.010077917017042637,0.010127222165465355,0.007808399852365255
Fearless,ForeverAndAlways,2008.0,48766142,18774,sadness,0.014351584017276764,0.9318647980690002,0.0049497028812766075,0.029884980991482735,0.006059299688786268,0.012889686040580273
Reputation,GetawayCar,2017.0,376787111,754854,sadness,0.010898368433117867,0.8202329874038696,0.006648126989603043,0.12366452813148499,0.010014476254582405,0.02854154445230961
Red,GirlatHome,2012.0,21809222,4172,sadness,0.11748818308115005,0.8256034851074219,0.01145898550748825,0.025887973606586456,0.009120865724980831,0.01044042780995369
Evermore,goldrush,2020.0,198886018,197471,joy,0.8792263269424438,0.02211506851017475,0.06699986755847931,0.00804197695106268,0.014465036801993847,0.009151666425168514
Reputation,Gorgeous,2017.0,413617297,497273,joy,0.9483645558357239,0.011440534144639969,0.028430458158254623,0.0032195672392845154,0.0055849445052444935,0.0029599303379654884
Evermore,happiness,2020.0,128822765,111392,sadness,0.02362644672393799,0.9228445291519165,0.005646434146910906,0.03180137276649475,0.006052098236978054,0.010029048658907413
SpeakNow,Haunted,2010.0,81872746,159366,fear,0.017764465883374214,0.1115466058254242,0.026157833635807037,0.25839391350746155,0.07187093794345856,0.5142662525177002
Fearless,HeyStephen,2008.0,44492225,17753,joy,0.9468509554862976,0.011938462033867836,0.02891254425048828,0.0032864417880773544,0.005799871403723955,0.0032117245718836784
Folklore,hoax,2020.0,128212404,118774,sadness,0.012204525992274284,0.857466995716095,0.0063488176092505455,0.08324867486953735,0.009869431145489216,0.030861465260386467
Red,HolyGround,2012.0,51215988,12789,joy,0.944146990776062,0.021441850811243057,0.02213875576853752,0.003765904111787677,0.00535237742587924,0.003154069883748889
1989,HowYouGetTheGirl,2014.0,121914366,178921,sadness,0.024594353511929512,0.9358933568000793,0.005402538925409317,0.021287592127919197,0.005414469167590141,0.007407728116959333
Red,IAlmostDo,2012.0,58523119,13049,sadness,0.015734711661934853,0.8601478338241577,0.006698447745293379,0.08310241997241974,0.009391630068421364,0.024924956262111664
Reputation,IDidSomethingBad,2017.0,295102052,292119,joy,0.9468273520469666,0.019357172772288322,0.022197525948286057,0.0034560239873826504,0.005189301446080208,0.0029726929496973753
Lover,IForgotThatYouExisted,2019.0,263261636,189297,sadness,0.023897362872958183,0.8939744830131531,0.00653280783444643,0.05289096012711525,0.007549851201474667,0.015154529362916946
Fearless,IfThisWasaMovie,2008.0,20147471,179991,sadness,0.014552141539752483,0.850593626499176,0.006683943793177605,0.09291420876979828,0.009482019580900669,0.025774125009775162
Red,IKnewYouWereTrouble,2012.0,167233377,414081,sadness,0.01299981027841568,0.4442521035671234,0.012593895196914673,0.3871806263923645,0.025656213983893394,0.11731736361980438
1989,IKnowPlaces,2014.0,100180438,114007,sadness,0.034976739436388016,0.31262874603271484,0.027025988325476646,0.27628427743911743,0.05472201481461525,0.29436221718788147
Folklore,illicitaffairs,2020.0,223571809,340920,sadness,0.023266805335879326,0.7859486937522888,0.009803688153624535,0.12562552094459534,0.014408489689230919,0.0409468412399292
TaylorSwift,ImOnlyMeWhenImWithYou,2006.0,34851883,42979,joy,0.9502951502799988,0.012233518995344639,0.02573571540415287,0.0032195947133004665,0.005490997806191444,0.00302495202049613
SpeakNow,Innocent,2010.0,44196652,63561,joy,0.8873570561408997,0.07461382448673248,0.02073628082871437,0.006153166759759188,0.006737921386957169,0.004401674028486013
TaylorSwift,Invisible,2006.0,24215225,29831,joy,0.9374548196792603,0.024252599105238914,0.0241085197776556,0.0042928894981741905,0.006174816749989986,0.0037163819652050734
Folklore,invisiblestring,2020.0,227830385,267278,fear,0.10995721071958542,0.10072050243616104,0.09202271699905396,0.1464393436908722,0.16201657056808472,0.38884368538856506
Lover,IThinkHeKnows,2019.0,184253323,238395,sadness,0.015986956655979156,0.6166180968284607,0.011384569108486176,0.26989081501960754,0.01927502267062664,0.06684444844722748
Lover,ItsNicetoHaveaFriend,2019.0,93576473,99685,sadness,0.3704735040664673,0.5178289413452148,0.03444193676114082,0.039692655205726624,0.016923168674111366,0.02063979022204876
Evermore,ivy,2020.0,143937685,137859,sadness,0.020277438685297966,0.8940539956092834,0.006360460538417101,0.052552178502082825,0.008025777526199818,0.01873025856912136
1989,IWishYouWould,2014.0,106551368,177354,sadness,0.016596201807260513,0.7338660955429077,0.009881822392344475,0.17254075407981873,0.015595448203384876,0.051519762724637985
Midnights,Karma,2022.0,313149678,1520309,anger,0.009627573192119598,0.06364965438842773,0.018645605072379112,0.5871723890304565,0.05221693217754364,0.2686878740787506
Reputation,KingofMyHeart,2017.0,167982468,225035,sadness,0.014088734053075314,0.8632255792617798,0.006474852096289396,0.08163059502840042,0.008992250077426434,0.025587916374206543
Midnights,Labyrinth,2022.0,168771867,494354,sadness,0.029285650700330734,0.7782848477363586,0.01234035287052393,0.08828379213809967,0.019380783662199974,0.07242456823587418
SpeakNow,LastKiss,2010.0,102301979,161172,sadness,0.12745244801044464,0.8291254043579102,0.010462505742907524,0.017395351082086563,0.0074012367986142635,0.008163020946085453
Midnights,LavenderHaze,2022.0,428437353,1347899,joy,0.8690553307533264,0.03317198157310486,0.0678652673959732,0.007979178801178932,0.013560548424720764,0.008367719128727913
Lover,LondonBoy,2019.0,207253167,289683,sadness,0.08777914196252823,0.7118909358978271,0.021839190274477005,0.11944137513637543,0.02126242034137249,0.03778699040412903
SpeakNow,LongLive,2010.0,81060658,141712,fear,0.013639649376273155,0.09075436741113663,0.021885093301534653,0.37235283851623535,0.06355582922697067,0.4378122091293335
Evermore,longstoryshort,2020.0,133667299,142449,sadness,0.04156557843089104,0.8830127716064453,0.008483965881168842,0.04093173146247864,0.008806831203401089,0.017199072986841202
Reputation,LookWhatYouMadeMeDo,2017.0,863141693,535102,joy,0.6167603731155396,0.3282228708267212,0.022806363180279732,0.01418630313128233,0.010136126540601254,0.007887999527156353
Lover,Lover,2019.0,808897323,1035997,fear,0.020430753007531166,0.03133799135684967,0.05081609636545181,0.1361994445323944,0.15172258019447327,0.6094931364059448
Fearless,LoveStory,2008.0,706899206,489675,sadness,0.013225214555859566,0.9377513527870178,0.004692305810749531,0.02766202948987484,0.005652403924614191,0.011016802862286568
Folklore,madwoman,2020.0,147565507,131935,anger,0.01012854091823101,0.0711594894528389,0.020383303984999657,0.732555091381073,0.045712314546108246,0.12006127834320068
Evermore,marjorie,2020.0,115502552,186432,sadness,0.013940840028226376,0.9220165610313416,0.004893174394965172,0.041604213416576385,0.00591863039880991,0.011626627296209335
Midnights,Maroon,2022.0,284042550,871977,sadness,0.010062792338430882,0.8486211895942688,0.005958972033113241,0.10116226971149445,0.00898786075413227,0.02520695887506008
TaylorSwift,MarysSongOhMyMyMy,2006.0,30297553,38224,sadness,0.08669833093881607,0.7697595357894897,0.017919817939400673,0.07599319517612457,0.01771724224090576,0.031911883503198624
Midnights,Mastermind,2022.0,191602536,586750,sadness,0.020326491445302963,0.8818643689155579,0.006829903461039066,0.05738528445363045,0.009288065135478973,0.02430596575140953
Lover,ME,2019.0,734412057,295807,joy,0.7570445537567139,0.17640139162540436,0.030351988971233368,0.015549852512776852,0.011558718979358673,0.009093414060771465
SpeakNow,Mean,2010.0,195161631,204045,sadness,0.011754259467124939,0.9327987432479858,0.0045723444782197475,0.035623569041490555,0.005429443903267384,0.009821627289056778
Midnights,MidnightRain,2022.0,377664638,1172198,sadness,0.03363705798983574,0.4933892488479614,0.022248759865760803,0.2052861452102661,0.041000474244356155,0.20443826913833618
SpeakNow,Mine,2010.0,187779666,214925,anger,0.01202213205397129,0.36089324951171875,0.012870555743575096,0.4730857014656067,0.027002541348338127,0.11412586271762848
Folklore,mirrorball,2020.0,252113465,394460,sadness,0.01846703328192234,0.8560571074485779,0.007117819041013718,0.08421548455953598,0.009702353738248348,0.024440130218863487
Lover,MissAmericanaTheHeartbreakPrince,2019.0,189176235,422937,sadness,0.013514718972146511,0.919762372970581,0.00552410027012229,0.03628943860530853,0.007321814075112343,0.01758754439651966
Folklore,mytearsricochet,2020.0,288119194,397857,sadness,0.01358920056372881,0.7935923933982849,0.0077003734186291695,0.13801132142543793,0.011914686299860477,0.03519205376505852
SpeakNow,NeverGrowUp,2010.0,71551233,90973,sadness,0.013114002533257008,0.8954511880874634,0.005617279093712568,0.06047504022717476,0.007497202139347792,0.017845267429947853
Reputation,NewYearsDay,2017.0,126590222,126609,fear,0.01855860836803913,0.2016717791557312,0.02195846661925316,0.28180015087127686,0.057288434356451035,0.418722540140152
Evermore,nobodynocrime,2020.0,189241164,159653,sadness,0.024054786190390587,0.7839802503585815,0.0098560256883502,0.13015525043010712,0.014079058542847633,0.037874720990657806
TaylorSwift,OurSong,2006.0,218444358,345508,sadness,0.01518488209694624,0.4642625153064728,0.012994717806577682,0.3640688359737396,0.026337314397096634,0.11715180426836014
1989,OutOfTheWoods,2014.0,242778244,321909,joy,0.923161506652832,0.03467917442321777,0.02635110542178154,0.0051243919879198074,0.006612636148929596,0.004071212373673916
Lover,PaperRings,2019.0,403940152,672413,sadness,0.011778091080486774,0.8383103013038635,0.0065885563381016254,0.10844656825065613,0.009404835291206837,0.025471659377217293
Folklore,peace,2020.0,143560492,135431,sadness,0.014902708120644093,0.7874962687492371,0.008084986358880997,0.14170435070991516,0.011983413249254227,0.035828396677970886
TaylorSwift,PicturetoBurn,2006.0,128421269,200775,sadness,0.01067434437572956,0.7790393233299255,0.007230196613818407,0.14501503109931946,0.012469317764043808,0.045571792870759964
Midnights,Question,2022.0,202145611,553732,joy,0.9211656451225281,0.010300972498953342,0.050595786422491074,0.004454303998500109,0.008653203025460243,0.004830057267099619
Reputation,ReadyforIt,2017.0,483616357,419345,sadness,0.041334617882966995,0.7776573300361633,0.013527563773095608,0.08849109709262848,0.019242756068706512,0.05974660441279411
Red,Red,2012.0,222212279,142939,love,0.18442237377166748,0.06079757586121559,0.36173146963119507,0.16587947309017181,0.13547837734222412,0.09169071912765503
Red,SadBeautifulTragic,2012.0,37509432,8049,joy,0.8837812542915344,0.05509038269519806,0.036525022238492966,0.008168037980794907,0.009525208733975887,0.006910041905939579
Red,SafeAndSound,2012.0,"213,348,605","51,783",sadness,0.012062374502420425,0.9349735379219055,0.004443261306732893,0.033344708383083344,0.0052994233556091785,0.009876597672700882
Folklore,seven,2020.0,198487771,190577,fear,0.018597710877656937,0.06280850619077682,0.03216351941227913,0.20624639093875885,0.08987507224082947,0.5903087854385376
1989,ShakeItOff,2014.0,1049060411,1042647,joy,0.5045426487922668,0.42177966237068176,0.026099711656570435,0.022258512675762177,0.013007077388465405,0.012312336824834347
TaylorSwift,ShouldveSaidNo,2006.0,84368461,115683,sadness,0.18802465498447418,0.763532280921936,0.012803653255105019,0.018025150522589684,0.008690754882991314,0.008923438377678394
Midnights,SnowOnTheBeach,2022.0,293862425,880640,sadness,0.010546071454882622,0.7965043187141418,0.007044694386422634,0.12989060580730438,0.011716136708855629,0.04429822415113449
Reputation,SoItGoes,2017.0,115645290,129139,sadness,0.010034413076937199,0.8149024844169617,0.006539644207805395,0.1240743026137352,0.010548452846705914,0.0339006744325161
Lover,SoonYoullGetBetter,2019.0,104953178,101270,fear,0.045431919395923615,0.23677605390548706,0.0343707911670208,0.1947803944349289,0.07083602994680405,0.41780489683151245
SpeakNow,SparksFly,2010.0,147511586,236956,anger,0.01582118310034275,0.2619829475879669,0.016234103590250015,0.48957881331443787,0.03547187149524689,0.18091104924678802
SpeakNow,SpeakNow,2010.0,112339836,244891,anger,0.01239002775400877,0.08880525827407837,0.020471645519137383,0.42938944697380066,0.06152403727173805,0.38741961121559143
Red,Starlight,2012.0,40854169,9225,sadness,0.0431336835026741,0.8498231768608093,0.010785968974232674,0.05985470116138458,0.012175783514976501,0.024226760491728783
Red,StateofGrace,2012.0,57190047,13712,joy,0.6089507937431335,0.32999181747436523,0.02440594509243965,0.016469964757561684,0.010991962626576424,0.009189551696181297
TaylorSwift,StayBeautiful,2006.0,24252618,27719,joy,0.92290198802948,0.007751376833766699,0.053145453333854675,0.003866995684802532,0.008269092999398708,0.004065044689923525
Red,StayStayStay,2012.0,53696015,13106,anger,0.012558434158563614,0.1763787567615509,0.017000073567032814,0.6065152883529663,0.03870461881160736,0.14884290099143982
1989,Style,2014.0,677473988,1606181,joy,0.8789081573486328,0.06361901760101318,0.0324590690433979,0.008760569617152214,0.009884851053357124,0.0063683586195111275
Midnights,SweetNothing,2022.0,166874192,498981,joy,0.6743100881576538,0.011424003168940544,0.25950780510902405,0.012098656967282295,0.029311425983905792,0.013348105363547802
TaylorSwift,TeardropsOnMyGuitar,2006.0,12603819,3156,joy,0.8419382572174072,0.11666129529476166,0.020928610116243362,0.007656480651348829,0.007590755820274353,0.0052245729602873325
Fearless,TellMeWhy,2008.0,28379914,11082,sadness,0.012281736359000206,0.9237716794013977,0.004908992443233728,0.0379008948802948,0.006337169092148542,0.01479958463460207
Folklore,the1,2020.0,378531137,448629,joy,0.9397648572921753,0.023859724402427673,0.023562276735901833,0.003994320519268513,0.005579110700637102,0.003239601617679
Lover,TheArcher,2019.0,233058569,343922,joy,0.8314927816390991,0.11752360314130783,0.02498592436313629,0.010253683663904667,0.009068069979548454,0.0066760568879544735
Fearless,TheBestDay,2008.0,35504206,14985,fear,0.028169279918074608,0.051012370735406876,0.0462447814643383,0.15110719203948975,0.1160818487405777,0.6073845028877258
Folklore,thelastgreatamericandynasty,2020.0,237681708,256904,joy,0.905415952205658,0.032244738191366196,0.03975490853190422,0.006660889834165573,0.010155743919312954,0.0057678138837218285
Red,TheLastTime,2012.0,67870858,98154,joy,0.938004195690155,0.027297964319586754,0.02172800526022911,0.004034473095089197,0.005534717813134193,0.003400716930627823
Red,TheLuckyOne,2012.0,41322965,9310,joy,0.9376527070999146,0.02239493653178215,0.02648741938173771,0.0039237430319190025,0.0060037244111299515,0.003537359880283475
Lover,TheMan,2019.0,481449240,580877,sadness,0.010828216560184956,0.5666377544403076,0.010008152574300766,0.33097416162490845,0.01829618215560913,0.0632554292678833
Red,TheMomentIKnew,2012.0,30520190,5180,sadness,0.016896646469831467,0.9350804090499878,0.0048107970505952835,0.026796359568834305,0.0056315199472010136,0.010784336365759373
TaylorSwift,TheOutside,2006.0,19223806,27930,sadness,0.030401483178138733,0.9265090227127075,0.005754610989242792,0.023400522768497467,0.0057230619713664055,0.008211307227611542
SpeakNow,TheStoryOfUs,2010.0,130224865,169421,sadness,0.02259315736591816,0.7737500667572021,0.01078508049249649,0.10704810917377472,0.01725737191736698,0.0685662254691124
Fearless,TheWayILovedYou,2008.0,60958450,35921,joy,0.47561320662498474,0.021069681271910667,0.39442211389541626,0.026865720748901367,0.056043416261672974,0.025985833257436752
Folklore,thisismetrying,2020.0,240498214,310526,sadness,0.015034373849630356,0.90976881980896,0.0054084681905806065,0.04467908665537834,0.007062504068017006,0.018046772107481956
Reputation,ThisIsWhyWeCantHaveNiceThings,2017.0,145333253,168598,joy,0.9460617899894714,0.012729850597679615,0.029339101165533066,0.0033076300751417875,0.005549768451601267,0.0030118555296212435
1989,ThisLove,2014.0,87550177,64977,sadness,0.340672105550766,0.5528574585914612,0.03897238150238991,0.03461327776312828,0.018027465790510178,0.014857346192002296
TaylorSwift,TiedTogetherwithaSmile,2006.0,22038546,26902,joy,0.7259848713874817,0.20850810408592224,0.026570798829197884,0.01575951650738716,0.012308694422245026,0.010868057608604431
TaylorSwift,TimMcGraw,2006.0,94675276,104897,sadness,0.04099519923329353,0.4510708451271057,0.025565877556800842,0.28454113006591797,0.04199543595314026,0.155831441283226
Evermore,tisthedamnseason,2020.0,167767327,191620,sadness,0.020240867510437965,0.9193124175071716,0.005435000639408827,0.03589871525764465,0.0062948428094387054,0.01281820610165596
Evermore,tolerateit,2020.0,169070686,235512,sadness,0.013333499431610107,0.8792040348052979,0.005718081258237362,0.07258602976799011,0.008058486506342888,0.02109990082681179
Red,Treacherous,2012.0,52115126,10983,sadness,0.01529762428253889,0.6531341671943665,0.010728267021477222,0.1997373402118683,0.020428664982318878,0.1006738543510437
Midnights,VigilanteShit,2022.0,223808065,651082,joy,0.5059574842453003,0.01494910940527916,0.3895367383956909,0.01912780851125717,0.049144621938467026,0.02128417231142521
Red,WeAreNeverEverGettingBackTogether,2012.0,153551600,443642,sadness,0.0956442579627037,0.8388276100158691,0.011841057799756527,0.031524643301963806,0.009761394932866096,0.012401081621646881
1989,WelcometoNewYork,2014.0,186779741,197829,sadness,0.37212759256362915,0.5010260343551636,0.03229646757245064,0.04496562108397484,0.021318089216947556,0.028266143053770065
Fearless,WhiteHorse,2008.0,101063047,30921,sadness,0.037769537419080734,0.8965400457382202,0.007292614784091711,0.03636132925748825,0.0077042956836521626,0.014332231134176254
1989,WildestDreams,2014.0,741965255,678851,joy,0.8329235315322876,0.11076823621988297,0.02828901633620262,0.010292906314134598,0.010081307031214237,0.007644950412213802
Evermore,willow,2020.0,588058567,489660,sadness,0.018695609644055367,0.851304292678833,0.0075883264653384686,0.07681623846292496,0.011316929943859577,0.03427860885858536
Fearless,YouBelongWithMe,2008.0,512071522,427197,joy,0.6771438121795654,0.23733268678188324,0.03206514194607735,0.022462040185928345,0.015889715403318405,0.015106634236872196
Lover,YouNeedToCalmDown,2019.0,730237796,384579,joy,0.9360709190368652,0.02376392111182213,0.02625013329088688,0.0043600560165941715,0.005949642974883318,0.0036051818169653416
Fearless,YoureNotSorry,2008.0,42359879,13382,sadness,0.16353751718997955,0.792765200138092,0.011678787879645824,0.01670059747993946,0.007789575960487127,0.0075281523168087006
Midnights,YoureOnYourOwnKid,2022.0,303897773,1015485,sadness,0.04010932147502899,0.8096045255661011,0.011239258572459221,0.08839624375104904,0.013901482336223125,0.03674919903278351
